Id|Name|Description|Price|PriceCurrency|SupplyAbility|MinimumOrder
78bef96e-1688-4df7-996c-723edf910030|Ergodyne ProFlex 900 Impact Protection Work Gloves, Padded Palm, Half-Finger, Medium,Black|The Ergodyne ProFlex 900 Half-Finger Impact Gloves: Segmented AVC™ palm padding in key areas reduces shock and impact; half-finger design for maximum dexterity and control.|101.03|EUR|590|388
5a8d1e9f-b539-4b16-81bb-b89d29bdb2f2|Google Pixel 6 Pro|The Google Pixel 6 Pro features Google's custom Tensor chip, a 50MP primary camera, and an OLED display for stunning visuals and excellent performance.|899.99|USD|2500|2
7f286b05-de23-4749-ad37-0f2a9386251b|Merrell Men's Trail Glove 6 Sneaker|The 6th version of our famous minimalist shoe is designed to mimic the shape of the human foot, keeping it in the position it would be in without shoes. Version 6 features and improved fit and increased abrasion-resistance.|136.35|USD|480|750
6e876572-5fa4-4e97-9447-33c4c8a02a49|Lenovo Legion 5 Pro|The Lenovo Legion 5 Pro is a gaming laptop that offers a 165Hz 16-inch QHD display, AMD Ryzen 7 processor, and NVIDIA GeForce RTX 3070 for an exceptional gaming experience.|1799.99|USD|1200|2
743a4d29-7aef-4a58-9b10-1bcd7e2cc80b|LG 27GN950-B UltraGear 4K Gaming Monitor|The LG 27GN950-B is a 27-inch 4K gaming monitor with a 144Hz refresh rate, NVIDIA G-SYNC compatibility, and vibrant colors for a competitive gaming edge.|749.99|USD|2500|3
2fda0c17-bbde-4ecc-bd06-17e58d1d0308|Propet Womens TravelActiv Avid Slip On Walking Walking Sneakers Shoes - Black|Open and airy precision knit mesh with stretch collar and fabric heel tab. Arch supporting high density Open Cell PU foam allows air to flow for a cooler, healthier footbed. The lightweight TravelTek™ outsole combines EVA and rubber for long lasting wear and a deep tread pattern for traction. Flexible, Removable footbed.|204.7|USD|807|136
b3073eb6-c561-409d-b220-923b4f48c8db|Razer DeathAdder V2 Gaming Mouse: 20K DPI Optical Sensor - Fastest Gaming Mouse Switch - Chroma RGB Lighting - 8 Programmable Buttons - Ergonomic Shape - Halo Infinite Edition|With over 10 million Razer DeathAdders sold, the most celebrated and awarded gaming mouse in the world has earned its popularity through its exceptional ergonomic design. Perfectly suited for a palm grip, it also works well with claw and fingertip styles. The Razer DeathAdder V2 continues this legacy, retaining its signature shape while shedding more weight for quicker handling to improve your gameplay. Going beyond conventional office ergonomics, the optimized design also provides greater comfort for gaming—important for those long raids or when you’re grinding your rank on ladder.|131.43|EUR|504|895
11095523-dc87-4a3c-a15b-7ca76716691b|"Hunter Fan Company 53118 Hunter 48"" Sea Wind Indoor/Outdoor Low Profile Ceiling Fan, Matte Black Finish"|The Sea Wind nautical ceiling fan with mass appeal will fit flawlessly in your home's interior design. The beautiful, clean finish options work together with the high contrast of angles throughout the design to create a look that will keep your space looking inspired. The Sea Wind fan features 13-degree blade pitch optimized to ensure ideal air movement and peak performance. This reversible fan comes with reverse rotation fan blades that keep the rooms in your home feeling cool during summers and warm during winters. Ideal for use in rooms or spaces with ceilings 9' or greater.|486.27|EUR|407|228
1de14513-4869-41d7-85cd-bb0e2b8754a3|Samsung Galaxy Z Fold 4|The Samsung Galaxy Z Fold 4 is a foldable smartphone that offers a large 7.6-inch AMOLED display, top-tier performance, and a unique multitasking experience.|1799.99|USD|2000|3
9eb0690b-1fd6-43ee-93b7-7e91e4049406|Champion Men's T-Shirt, Crewneck Cotton Tee,Mid-Weight T-Shirt,Earth Logos (Reg. or Big & Tall)|Here’s a go-to classic cotton tee from Champion®, with Champion® quality built into every detail. This classic crewneck T-shirt is made of traceable, US-grown, ringspun cotton, produced using 2 to 5 times less water while yielding an ultra-soft feel. And it’s constructed with a higher stitch count and reinforced shoulder seams for superb durability. The ribbed crewneck looks great and helps hold the shape, with tonal back neck tape for no-chafe comfort. Wear this basic cotton crewneck tee on its own or as a layer, and enjoy its quality for a long, long time.|134.64|USD|971|978
dd71a7e8-6c07-44de-933f-849e263f2900|Microsoft Xbox Series X|The Xbox Series X is a powerful next-gen gaming console with 4K UHD resolution, fast loading speeds, and a wide range of exclusive titles for gamers.|499.99|USD|6000|4
b694637f-9f2f-4647-8d72-dfab0f1d5418|Cressi Shorty Men's Wetsuit for Water Activities in Warm Waters- Tortuga 2.5mm Premium Neoprene|The Tortuga is a one-piece shorty constructed with 2.5mm double-lined neoprene. Donning and doffing are made easy with the back-zipper closure with pull tab leash. The suit seams are sewn for strength and durability. This suit is perfect for tropical waters, swimming, sailing, and snorkeling, diving and water sports in general while offering UV protection to covered areas. This suit offers great range of movement and incorporates an adjustable hook and loop fastener collar for maximum comfort.|691.8|USD|204|451
c810df6d-68f9-4a1e-b405-6d6f1e98f9e7|Corsair Vengeance LPX 16GB DDR4 RAM|The Corsair Vengeance LPX 16GB DDR4 RAM offers high-speed performance and low latency, ideal for gaming or demanding applications on desktops and laptops.|79.99|USD|3500|5
71a2b2d1-10b6-4006-86fb-b2901cff8335|Propet Womens Colbie Slip On Casual Slippers Casual - Black|Suede upper with warm faux fur lining. Arch supporting high density open cell PU foam allows air to flow for a cooler, healthier footbed. PU outsole provides durability and traction for indoor and outdoor wear. Removable Footbed|312.43|USD|303|426
1d13d466-40f5-4801-8577-47f127cfc24f|HANSGO 20PCS Honeycomb Sticks, 3 Inch Wooden Honey Dipper Mini Honey Dipper Sticks Honey Wand for Honey Jar Dispense Drizzle Honey Wedding Party Favors|"About this item SUPER VALUE PACK - 20PCS mini wooden honey dippers, made from high-quality wood, non-toxic and food-grade, durable and reusable. PERFECT SIZE - Each honeycomb stick measures 3"" x 0.8"", suitable for the honey jar with capacity of 1 - 4 oz. EASY TO USE - With deep grooves on the top of honey wooden dipper, a large amount of honey can be dipped by rotating it. Then you could leisurely drizzle the honey onto your muffin, sandwich and waffle or in your water, tea and vegetable juice. VERSATILITY - Besides for honey, these honey sticks are also perfect drizzling tools for syrup, jam, molasses or any viscous liquid. Ideal as a gift for friends or co-workers. PLEASE NOTE - Hand-washing is recommended. Please keep sticks dry after washing to avoid going mouldy."|633.28|USD|853|860
eef40ec4-a6a1-4071-b66c-cd249b24c698|Glamorise Women's Plus Size MagicLift Natural Shape Bra Wirefree #1210|The natural shape front-close bra takes everything you love about our bestselling design -- wire-free support, multiple closures for extra security, cush straps -- and give it a whole new look with softer-shaped cups and added side support.|171.38|EUR|157|46
46eecf92-0ed3-43cb-bec0-e44e7f9a4eec|SAMSUNG Full Motion Slim TV Wall Mount, Fits 55”- 65” TVs, Minimizes TV-to-Wall Gap, Adjustable Left and Right, Tilt and Swivel, VESA 200x200-300x200, Black (WMN-B05FB/ZA, 2022 Model)|The Full Motion Slim Wall Mount minimizes the space between your TV and the wall so your TV looks good from every corner of the room.* You can adjust your TV left and right and even tilt it forward to bring the screen closer to you.** *Only available with compatible models. Please see the specification for a list of compatible models. It is necessary to secure at least 19.5mm distance between the wall and the TV. Actual distance between the wall and TV may vary depending on the wall type and installation method. **The range of tilting and swiveling of the Full Motion Slim Wall Mount vary by model. Please refer to the specifications for details. Compatible with the S95B TV model.|219.51|EUR|389|178
16f4b399-b2d8-4cd3-8b38-e88bff8b762b|Binami 2 Pcs Evil Eye 7 Knot Lucky Bracelets Adjustable String Matching Friendship Gift for Women Men|Meaningful Gift for Him/Her Ideal for Birthday, Graduation, Christmas, Anniversary, Valentine's Day, Thanksgiving Day and so on. Binami Evil Eye 7 Knot Lucky Bracelets Adjustable String Matching Friendship Gift The 7 Knot evil eye bracelet is an amulet, representing luck, fortune, protection and prosperity.       For Friend For Couple For Family Sister Bracelets Adjustable Matching Heart 2 Pcs Mother Daughter Matching Bracelets Mommy and Me Evil Eye Lucky Necklace Turkish Blue Eye 2 Pcs Magnetic Couples Bracelets Morse Code Bracelet Keep Going Gift ✓ ✓ ✓ ✓ ✓|295.99|USD|886|672
5c383218-9630-47e4-9ed2-8c1a3281c086|HP Spectre x360 14|The HP Spectre x360 14 is a premium convertible laptop with an Intel Core i7 processor, OLED display, and up to 16GB of RAM, perfect for both work and play.|1599.99|USD|1200|2
8e0313e8-05f5-44f1-82a5-f1a02358e2dc|JONATHAN Y SOR200A-210 Loom Modern Strie' Indoor Area-Rug, Solid & Striped, Transitional, Transitional Easy-Cleaning,Bedroom,Kitchen,Living Room,Non Shedding, Gray/Black, 2 X 10|Mingled threads of charcoal, gray and ivory create a modern, linear abstract design with a mid-century look. This rug's unique strie' stripe pattern makes it perfect for homes with kids and pets. It's the ideal centerpiece for a contemporary, coastal or minimalist interior.|514.42|USD|118|462
6ffc538b-9066-4682-a891-958b72db9647|"Heatshield Products 175105 Heatshield Armor 1/2"" Thick x 1' Wide x 5' Long Exhaust Pipe Heat Shield"|Exhaust heat wraps were just upgraded, up armor your exhaust heat insulation with Heatshield Armor. Heatshield Armor can reduce radiant heat from your exhaust pipe by 70. The outer armor of this exhaust heat shield allows it to be cleaned after installation, gives it a long lifespan, and also makes Heatshield Armor resistant to the elements. The inner ceramic liner makes it capable of withstanding 1800F continuous, which allows this heat shield to be placed directly on headers, turbo manifolds, down pipes, and exhaust pipes. It is flexible, easy to cut and install. It keeps heat in the exhaust system which creates a scavenging effect, allowing exhaust gases to flow out of the system faster. It also prevents radiant heat from entering the driver's compartment and stops radiant heat damage to other vehicle components. They recommend the 1/2 inch thick Heatshield Armor for forced induction and racing applications.|628.22|USD|781|754
1eacbbfe-e9c5-4fd2-a37d-bbaa88e66a77|Krylon K03702000 Fine Stone Textured Finish, Pebble 12 Ounce (Pack of 1)|Product Description Natural stone beauty with an elegant and durable finish. Kyron Natural Stone brings textured appearance together with a durable UV fade-resistant finish that delivers extreme endurance for virtually any project indoors or out. Great for wood, metal, craft foam, glass and more. From the Manufacturer Natural stone beauty with an elegant and durable finish. Krylon Natural Stone brings textured appearance together with a durable UV fade-resistant finish that delivers extreme endurance for virtually any project indoors or out. Great for wood, metal, craft foam, glass and more.|388.86|EUR|406|400
46d35365-80ce-4784-9b21-9b74bf20b053|Creative Converting Paper Dinner Plates, 8 3/4, 24 Ct Luscious Lavender|24-Count package of heavyweight paper plates from Creative Converting. Our Touch of Color party goods line offers you a rainbow of choices. Choose from a full spectrum of colors to mix, match and mingle with other solids or as accents to our themed ensembles. Whether you're planning an intimate dinner, a family gathering, or a huge party, you can trust Creative Converting for high quality, consistent color matching and attention to detail.|509.48|EUR|661|487
bcbf478d-c5d3-4cc0-99e2-53ab80b565c5|Ambesonne Fishing Fitted Sheet, Fishing Tackle Bait for Spearing Trapping Catching Aquatic Animals Molluscs Design, Soft Decorative Fabric Bedding All-Round Elastic Pocket, Queen Size, White Yellow|"About this item 80 INCHES LONG x 60 INCHES WIDE - 100% Brushed microfiber fabric. Ultimate comfort and softness. HOTEL QUALITY - Designed for a good night sleep with top of the line stitching and workmanship. FEATURES - Elastic all around pocket is useful when covering the bed. Fits mattresses up to 16"". MACHINE WASHABLE - Cold cycle, Dryer safe. Iron easy. With proper care NO FADING NO TEARING. PRINTED - With state of art digital technology. Sheets are printed on the FRONT SIDE ONLY."|550.75|USD|122|572
3b23abcd-5a43-4fc2-978b-c79262f72f8c|"Inflatable Christmas Ornaments, 18"" or 25"" Oversized Outdoor Christmas Ball Ornaments, Holiday Yard Christmas Tree Decorations, Indoor and Outdoor Decoration Balls (25 inch, Pink)"|Add a touch of holiday magic with our oversized inflatable decorations. A perfect addition to your holiday. Create stunning holiday displays on your lawn, driveway, and eaves. Impress your neighbors and guests and create a wonderful Christmas Day. With a wide variety of color and size options, there are sure to be Christmas ornaments you need. Give your Christmas decorations an unusually large makeover|315.71|USD|956|432
f17a1d2b-b076-4e77-9e92-02d5d357f009|JBL Pulse 4 Bluetooth Speaker|The JBL Pulse 4 delivers immersive 360-degree sound and a dynamic light show, perfect for any party or outdoor gathering.|249.99|USD|2500|3
900a7ab7-b91c-4a15-9e81-05205dccb39d|Cook N Home Nonstick Saucepan set, 1Qt and 2Qt with glass lid, Black (02702)|The Cook N Home 2-Quart Nonstick Saucepan with Lid/Cover, Black is made of thick gauge aluminum that provides even/quick heat conduction and prevents hot spots. Nonstick coating makes food release/cleaning easy and allows for healthy cooking. Tempered glass lid with steam vent and stainless steel rim to view food status. Riveted soft touch handle stays cool with a comfortable grip and has a hole for hanging. Works on gas, electric, glass, halogen, ceramic, etc. Not Induction compatible and not oven safe. Dishwasher safe.|202.58|EUR|895|808
c96854b4-f50f-4988-8946-20b1ed6a1ec7|TropiClean Fresh Breath Dog Dental Water Additive - Dog Breath Freshener For Hip & Joint Support, 33.8 Ounce|Oral care is about more than making your pets’ smiles sparkle—it’s an important component of their overall health. In fact, 80% of dogs and 70% of cats begin to show signs of oral disease by age 3. With TropiClean Fresh Breath Dental Health Solution Plus Hip & Joint, dogs can benefit from daily plaque and tartar defense, simply by drinking from their water bowl. Plus, glucosamine helps promote healthy hips and joints. Easy to use for both you and your dog—no brushing required.|448.48|USD|747|988
3201d439-155d-4e71-beb6-d49e588a2678|Adagio Teas ingenuiTEA Bottom-Dispensing Teapot,clear,16 oz|IngenuiTEA is a brilliant - arguably the simplest - device for preparing loose tea. Unlike the 'French Press' teapots which crush and bruise the leaves, our teapot's ingenious design uses gravity, not force, to strain the leaves. The result is great taste with less effort. To filter, simply place the ingenuiTEA atop your cup. A valve at the bottom will open, allowing crystal-clear tea to flow, while a mesh filter retains the leaves and sediment. The clean-up is equally as easy as the teapot is dishwasher safe. Made in Taiwan using food-grade plastic. Available in 16 oz. as well as 32 oz. size that's ideal for brewing a pitcher of iced tea. Perfect for foodservice, restaurant and other professional industrial uses. Bulk pricing available through Adagio Wholesale.|629.01|USD|760|77
70b13a72-4410-417a-9904-d0bcbf53ea6f|Sony 65-Inch Bravia XR A80J OLED TV|The Sony 65-Inch Bravia XR A80J offers stunning OLED 4K visuals, Dolby Vision, and XR Cognitive Processor for a cinematic viewing experience at home.|2499.99|USD|1000|3
e0561c45-55a9-419e-97cc-2a196b93a9c9|Comfort Perfume Deluxe, Desire, Fabric Conditioner crafted with French perfume fragrances, 2 ltr pouch (Pack of 2)|About this item The information below is per-pack only Add comfort fabric conditioner after your laundry detergent for a fragrance so gorgeous you'll forget it's your fabric conditioner Comfort perfume deluxe is crafted from French perfume enriched with authentic French flowers Crafted from French roses and orange blossom this fragrance brings luxury perfumes to life Indulge yourself in this sensual fragrances handpicked from the French gardens to bring alive all your desires Each of these fragrances have been specially crafted in partnership with world renowned perfumers and inspired by the latest trends in fine fragrance Bucket wash- Comfort Desire dosage: 20 ml. Machine wash- Comfort Desire dosage: 40 ml.|437.35|EUR|701|489
dab98335-d0f3-4b71-a6ab-dbafeab44b36|Wilson Blade 98 V6 Adult Performance Tennis Rackets|A classic favorite of Blade players for its blend of ultimate feel and deep ball pocketing, the Blade 98 (16x19) v6 returns without Countervail. Featuring a super thin beam and relatively small head size for excellent control, this racket gives aggressive players the feel and confidence to go for their shot and dictate play. Two-handed backhand loyalists will appreciate the X2 Ergo handle designed for comfortable two-handed grip placement.|88.12|USD|940|809
859bdfae-48ef-44d1-ae8f-54d4fd5a2e07|GODDESS Women's Kayla Support Underwire Bra (6162)|Make a style statement with Kayla, Goddess' signature print collection.|377.08|USD|253|607
922565d5-3918-431e-be3b-a4c6724703bc|Restlrious French Fry Warmer Commercial Heat Lamp Food Warmer, Free Standing Electric Infrared Heating Dump Station, 500W Stainless Steel Food Warming Light w/Drain Board Drip Pan for Fries 2.6” Deep|Stainless Steel Construction Our french fry food warmer is made of heavy-duty stainless steel with a brushed finish, giving it a premium look. It is fully welded for strong durability. Adjustable Power Control The infrared heating power is adjustable to make sure that the tasty food can be kept at the best temperature and texture. Thermostable Illuminated Light A thermostatic bulb with warm light at the top illuminates the food area makes the fried food glow with salivating colors, and allows you to see the food clearly. Detachable Pan & Drain Board The pan is designed detachable for easy and quick cleanup and storage. The drain boad will help keep french fires crispy and always read to serve.|671.5|EUR|51|107
ca89dc4b-a68c-4b53-a781-3a61e2d9228f|Razer Kraken Tournament Edition THX 7.1 Surround Sound Gaming Headset: Retractable Noise Cancelling Mic - USB DAC -  for PC, PS4, PS5, Nintendo Switch, Xbox One, Xbox Series X & S, Mobile – Black|Product Description Equipped with a USB audio controller, the Razer Kraken Tournament Edition gaming headset delivers a high-fidelity experience along with full controls for audio personalization. The built-in Digital-to-Analog Converter (DAC) delivers crisp, clear details while THX Spatial Audio immerses you in next-gen surround sound—all perfectly paired with large 50 mm drivers. Further fine-tune your audio with adjustments for the enhanced bass, volume and game/chat balance. Set Contains: Headset‚USB Audio Controller|222.89|USD|169|328
f5d2701d-9996-4c99-a92c-fa313da1ac62|The Children's Place Baby-Girls and Toddler Leggings|100% Cotton Imported Pull On closure Machine Wash LEGGINGS — An easy everyday style with a full length design FABRIC — Made of 94% cotton/6% spandex jersey CLOSURE — Pull-on elasticized waistband MULTIPACK — 4-pack of leggings makes getting dressed fun and easy! THE CHILDREN'S PLACE — We offer a huge selection of kid's clothing! Shop us for jeans, shorts, leggings, chinos, polo shirts, dresses, pajamas, and accessories. Show more|448.6|USD|960|756
af2096e0-2173-4201-b19d-7d85963b23a3|Corsair RM850x 850W PSU|The Corsair RM850x 850W PSU is a fully modular power supply with quiet operation, 80+ Gold certification, and reliable power delivery for high-performance systems.|129.99|USD|2000|5
b342c99d-282b-4990-b408-e4bfae742cfd|Greenlee 37869 Nail Eater Extreme Impact Auger Bit for 11/16 Inch Hardware, 3/4-Inch Actual Hole Size|"Product Description SELF-FEEDING SCREW POINT, EXTREME TYPE; 18 INCH OVERALL LENGTH; HEX SHANK TYPE; 7/16 INCH SHANK SIZE; 3/4 INCH DRILL SIZE; NAIL EATER[R] BRAND; HARDWARE DIAMETER 11/16 INCH From the Manufacturer Greenlee's nail biter extreme auger bits have an improved cutting edge provides 30 Percent longer life span. Patented new design for improved cutting and cleaner holes. Self-feeding screw point draws bit through wood. Unique patented design cutting angle smoother starts, reduced cutting loads. Made of super tough, heat-treated steel; cuts through nails and provides longer life. ""Shorty"" bits for working in tight places, yet still can go through three abutting 2 by 4s."|185.86|EUR|379|368
7af717bb-01ac-4f58-b7f7-841ebad087a4|Bruntmor Pre-Seasoned Cast Iron Garlic Roaster - 5.5x4.3x4.3-Inch Durable Smooth Surface Garlic Baker - Easy to Clean Garlic Roaster for Oven Locks-in Natural Moisture and Flavor of Garlic|"About this item FOOD GRADE SAFE & DURABLE: Our garlic roaster is crafted from premium food-grade cast iron, ensuring safety and durability. It's built to withstand high temperatures, ideal for long-lasting use. EASY TO CLEAN & MAINTAIN: Cleaning up after cooking is a breeze with cast iron garlic baker. Its smooth surface & pre-seasoned coating make it easy to wipe clean, rinse with warm water & mild soap. TIMELESS KITCHEN ACCENT: With sleek design and timeless appeal, this garlic roaster for oven will enhance the aesthetics of any kitchen, serve roasted garlic dish straight from this elegant baker. RETAINS NATURAL MOISTURE & FLAVOR: Our garlic roaster locks in the natural moisture & flavor of garlic, ensuring delicious & aromatic result that adds a burst of flavor to your favorite recipes. GIFT FOR FOOD LOVERS: This 5.5""L x 4.3""W x 4.3""H cast iron garlic baker is an excellent choice for versatility, durability, & enhanced cooking experience, a perfect present for any occasion."|415.33|EUR|967|230
5d5242d2-5268-41f8-83b3-0b69f84718d3|Superfeet Unisex's Memory Foam Comfort Plus Support Shoe Inserts for Anti-Fatigue Replacement Insole, Copper, 5.5-7 Men / 6.5-8 Women|Simply wear SUPERFEET COPPER insoles to create perfect impressions of your feet — No casting or baking required. The memory foam of the comfort insoles capture the shape from the pressure of your foot while you walk, stand or run through the day. Superfeet COPPER Inserts offers a flexible accommodating shape for personalized support.|220.6|EUR|549|502
42ff39a3-d462-4f09-87a0-dfe6538dca3d|Le Creuset Signature Enameled Cast Iron Dutch Oven|The Le Creuset Signature Enameled Cast Iron Dutch Oven provides even heat distribution and long-lasting durability, perfect for slow-cooking, roasting, and baking.|349.99|USD|1500|1
73a10027-1c0f-4198-9568-e7aead02c6f3|WARN 106236 Bolt-On Grille Guard Tube Kit, Fits: Subaru Crosstrek (2018-Current)|The WARN 106236 Bolt-On Grille Guard Tube is an optional add-on to the Semi-Hidden Winch Mount Kit for the 2018-current Subaru Crosstrek (WARN PN 106221) and the 2019+ Subaru Forester (WARN PN 106413). This grille guard tube includes provisions to mount lights (sold separately) and is designed, tested, and precision-manufactured in the USA.|497.17|USD|517|898
72b332e1-bcfd-4a0f-a062-c7d6c3c3e2d5|DEWALT N167287 Handle|This is an O.E.M. authorized part. Fits various DEWALT models. OEM Part Number N167287. Made in United States.|197.47|USD|445|87
3be94b9e-1931-4762-ab9c-622ca0b7a8e4|Rollerblade Zetrablade Men's Adult Fitness Inline Skate, Black and Silver, Performance Inline Skates|Zetrablade is a recreational skate for men. Featuring unbeatable support, comfort and stability at a value price point, learning to skate just got easier. The secure closure system combined with a monocoque frame lowers the center of gravity, providing better balance. 80mm Performance wheels/SG5 bearings can be upgraded to a higher-performance wheel as skater proficiency increases. For casual skaters looking at an entry-level skate, Zetrablade is a smart choice.|105.53|USD|333|578
cbfa77eb-538f-4ac0-9d92-7fd6a8b833bb|Mizuno Padded Chin Strap for Batting Helmet, One Size, Black (380245)|The padded shin strap for batter's helmets is ideal to keep the helmet in place while you're batting or running the bases. The strap is adjustable to ensure you get the most comfortable fit. Fits all helmets that have snaps.|351.84|EUR|240|890
b99b9354-313f-4a19-9b71-e5431150d033|Dyson V11 Torque Drive Cordless Vacuum|The Dyson V11 Torque Drive Cordless Vacuum provides powerful suction, intelligent cleaning modes, and a long-lasting battery, ideal for homes and pet owners.|699.99|USD|2500|2
191f7ebd-174d-4662-a56e-64f92b900f9e|Easy Spirit Women's Romy Sneaker|"Lace up walking sneaker The Romy sneaker from Easy Spirit will keep an easy everyday style all wrapped up into a comfortable shoe that will keep you protected in your busy lifestyle. Its thickly padded lining and insole will give you full support whether you're hitting the gym or just going grocery shopping. And with its flexible rubber sole with lots of traction, treading on any surface will be a breeze. Easy Spirit is all about the luxury of being comfortable. This brand works with a ""live to the fullest"" mantra and delivers footwear with advanced technology, updated classic styling and beautiful materials that are perfect for work, weekend or work-out. See more"|125.92|USD|528|521
1ffa720f-6202-4e64-9674-ec8665ed0c51|elago Silicone Case with Keychain Compatible with Apple AirPods 2 Wireless Charging Case, Front LED Visible, Anti-Slip Coating Inside, Premium Silicone [Baby Mint]|elago AirPods Case for AirPods 2 Wireless Charging Case, Front LED visible, support wireless charging|695.35|EUR|602|994
3c8c960b-c40a-4517-bd62-df34d2e72a5d|KitchenAid Artisan Stand Mixer|The KitchenAid Artisan Stand Mixer offers exceptional mixing performance with a variety of attachments, ideal for home bakers and cooking enthusiasts.|379.99|USD|5000|1
19b8d4de-4f6e-496d-b8a9-28eeed5a6e96|The North Face ThermoBall Eco Jacket|The North Face ThermoBall Eco Jacket provides warmth and comfort with lightweight insulation, perfect for outdoor activities in colder weather.|199.99|USD|3000|2
7231af23-223c-4f7a-9dab-f6a9e116e85c|Delanie Handheld UV Light for Gel Nails, Rechargeable Portable Cordless Mini UV LED Nail Lamp Small Nail Dryer Curing Light for Gel Nail, Purple|4 Colors Purple UV Nail Light Add to Cart White UV Nail Light Add to Cart Pink UV Nail Light Add to Cart Green UV Nail Light Add to Cart Customer Reviews 4.4 out of 5 stars 55 4.4 out of 5 stars 55 4.4 out of 5 stars 55 4.4 out of 5 stars 55 Price $9.99$9.99 $9.99$9.99 $9.99$9.99 $9.99$9.99 Fast curing magnifying lens ✔ ✔ ✔ ✔ Wavelength 365nm+405nm 365nm+405nm 365nm+405nm 365nm+405nm Power 3 Watts 3 Watts 3 Watts 3 Watts Power Source Battery Powered Battery Powered Battery Powered Battery Powered Battery Life 40 minutes of light-up time 40 minutes of light-up time 40 minutes of light-up time 40 minutes of light-up time Weight 0.74oz 0.74oz 0.74oz 0.74oz Dimensions 4.33 x 0.67 x 0.75 in. 4.33 x 0.67 x 0.75 in. 4.33 x 0.67 x 0.75 in. 4.33 x 0.67 x 0.75 in.|537.79|EUR|811|527
4713ad9e-e605-4968-ae69-732c86310323|JETech Case for iPad Pro 12.9-Inch (2020/2018 Model, 4th/3rd Generation), Compatible with Pencil, Cover Auto Wake/Sleep (Misty Blue)|About this item Updated version compatible with Pencil charging. Designed for iPad Pro 12.9-inch (2020 / 2018 model, NOT for 2015 / 2017 / 2021 / 2022 model). Fit iPad Models: A2229 A2069 A2232 A2233 A1876 A2014 A1895 A1983. Please check back bottom of your iPad to find the model number Made with PC and PU. Slim / lightweight design. Synthetic exterior and smooth interior provide full protection for your iPad Magnetic intelligent cover supports the automatic sleep/wake function. Tri-fold front cover supports iPad in two positions for viewing and typing Easy access to all controls and functions. Perfect cut-outs for speakers, camera and other ports Package includes: iPad Pro 12.9-Inch case(2020 / 2018 Model, NOT for 2015 / 2017 / 2021 / 2022 Model)|123.78|EUR|926|566
2aae34ad-de4a-4f51-a6c4-97f2a66a77b5|Venum Contender 2.0 BJJ Gi|The Venum Contender 2.0 BJJ Gi offers extreme comfort and durability. The jacket is 100% pearl weave cotton, perfectly combining strength and comfort along with reinforced seams. The collar is reinforced with EVA foam to help you resist grips and help counter the attacks of your opponents. The pants are 100% cotton and are reinforced inside of the leg and ankle cuffs. Jacket: 350gsm 100% pearl weave cotton with rounded, reinforced slots. Pants: 230gsm 100% cotton with reinforced stitching at the inside of the leg and ankle circumference. EVA foam collar for better resistance. Optimal moisture management. Ultra fast clamping system by rope. Gi pre-shrunk.|646.7|EUR|827|639
ed4fa8be-49a3-44b6-9f33-e1de2a995b0a|Bose 700 Noise Cancelling Headphones|Bose 700 Noise Cancelling Headphones provide exceptional sound quality, advanced noise cancellation, and a comfortable fit for long listening sessions.|379.99|USD|4500|1
191b5026-6afe-4203-8ea2-30312d02a0fd|AsterOutdoor Sun Shade Sail Rectangle 12' x 16' UV Block Canopy for Patio Backyard Lawn Garden Outdoor Activities, Graphite|AsterOutdoor shade sail is a stylish and effective shade solution that perfect for most outdoor living space. The shade canopy provides 95% UV block, and can make you comfortable even in the hottest days. Main Features 100% Polyethylene material With 1. 5m hanging PE ropes (3 ropes for Triangle, 4 ropes for Rectangle/Square) Easy to set up with stainless steel D-rings at each corner Ideal for any outdoor event 5-year Lightweight and compact, convenient to carry in most backpacks Specification Size: 12' x 16' Color: Sand/Terra/Cream/Graphite Care and Maintenance Exposure to certain chemicals e. g. chlorine can lead to the premature breakdown of the fabric. Shade sails can often be best cleaned by gentle spraying with a garden hose or light scrubbing on stains with a mild strength soapy water. (Please DO NOT machine wash or DRY your sail)|465.08|EUR|670|993
6625b4df-2bd4-4e69-9696-f6b37e71869e|ZOSTLAND Egg Yolk Separator, HQ Creative Ceramics Cute Little Chicken Egg Yolk White, Funny Style Simple Automatic Separation Baking Assistant Tool (Upgrade Orange Chick)|♫ Funny And Adorable Design♫ Enjoy Joyful When Using♫ Safety Material It uses high quality silica gel material and has passed FDA and SGS certification.♫ Temperature range - 40 ~ 220 ℃♫ Tasteless, non-toxic, dust resistant, durable, impermeable, easy to clean♫ Safe to use in oven, microwave, dishwasher and refrigerator.♫ Easy to handle.♫ In line with environmental standards.|91.75|EUR|338|789
0fbb9aaf-35f3-4c02-92da-ea7f4fc7e63e|Smeg Retro Style 4-Slice Toaster|The Smeg Retro Style 4-Slice Toaster combines classic design with modern functionality, featuring adjustable browning control and a crumb tray for easy cleanup.|159.99|USD|3200|2
5bce9d56-9995-41bf-a5ad-1249129deb08|Plano Large 2 Sided Tackle Box, Metallic Gray & Blue, Medium|Great Product|531.84|USD|772|797
